latitude,longitude,city,numberofcalls,bouroughs,state,zipcode,location
40.7205353,-73.99466441,NEW YORK,29,MANHATTAN, NY,10012,Club/Bar/Restaurant
40.7703909,-73.91268214,ASTORIA,14,QUEENS, NY,11103,Club/Bar/Restaurant
40.67486925,-73.98154192,,,BROOKLYN, NY,11215,Club/Bar/Restaurant
40.77683657,-73.97921731,NEW YORK,14,MANHATTAN, NY,10023,Club/Bar/Restaurant
40.72674376,-73.99168018,NEW YORK,44,MANHATTAN, NY,10012,Club/Bar/Restaurant
40.74883018,-73.98551309,NEW YORK,10,MANHATTAN, NY,10001,Club/Bar/Restaurant
40.73971565,-74.00534434,NEW YORK,22,MANHATTAN, NY,10014,Club/Bar/Restaurant
40.74089181,-73.98165715,NEW YORK,36,MANHATTAN, NY,10016,Club/Bar/Restaurant
40.84681098,-73.93580082,NEW YORK,14,MANHATTAN, NY,10033,Club/Bar/Restaurant
40.72970289,-73.77936693,HOLLIS,11,QUEENS, NY,11423,Club/Bar/Restaurant
40.72587728,-73.9775339,NEW YORK,14,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.84672579,-73.93562018,NEW YORK,11,MANHATTAN, NY,10033,Club/Bar/Restaurant
40.73051434,-73.98470164,NEW YORK,32,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.78417568,-73.97758645,NEW YORK,37,MANHATTAN, NY,10024,Club/Bar/Restaurant
40.74621419,-73.91503078,WOODSIDE,27,QUEENS, NY,11377,Club/Bar/Restaurant
40.71965964,-73.99306996,NEW YORK,62,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.67821199,-73.97923002,,37,BROOKLYN, NY,11217,Club/Bar/Restaurant
40.6605783,-73.99063597,,26,BROOKLYN, NY,11215,Club/Bar/Restaurant
40.74462061,-74.00269222,NEW YORK,11,MANHATTAN, NY,10011,Club/Bar/Restaurant
40.77623713,-73.95586787,NEW YORK,23,MANHATTAN, NY,10028,Club/Bar/Restaurant
40.72579798,-73.97916828,NEW YORK,41,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.72870931,-74.00024174,NEW YORK,34,MANHATTAN, NY,10012,Club/Bar/Restaurant
40.85701115,-73.93248689,NEW YORK,147,MANHATTAN, NY,10040,Club/Bar/Restaurant
40.71121192,-73.96593854,,25,BROOKLYN, NY,11249,Club/Bar/Restaurant
40.76167795,-73.96045834,NEW YORK,11,MANHATTAN, NY,10065,Club/Bar/Restaurant
40.73426727,-74.00622072,NEW YORK,17,MANHATTAN, NY,10014,Club/Bar/Restaurant
40.67181585,-73.84309182,OZONE PARK,,QUEENS, NY,11417,Club/Bar/Restaurant
40.80444141,-73.94790614,NEW YORK,12,MANHATTAN, NY,10026,Club/Bar/Restaurant
40.76334753,-73.98905845,NEW YORK,51,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.76627668,-73.95641958,NEW YORK,39,MANHATTAN, NY,10021,Club/Bar/Restaurant
40.85205828,-73.93477641,NEW YORK,86,MANHATTAN, NY,10033,Club/Bar/Restaurant
40.76324872,-73.98913066,NEW YORK,16,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.71613509,-73.98946661,NEW YORK,44,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.58966104,-74.06730402,STATEN ISLAND,36,STATEN ISLAND, NY,10305,Club/Bar/Restaurant
40.72239575,-73.98801534,NEW YORK,22,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.72982208,-73.98077622,NEW YORK,16,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.59959958,-73.98581555,,55,BROOKLYN, NY,11223,Club/Bar/Restaurant
40.76385801,-73.98869015,NEW YORK,14,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.70808154,-74.01444559,NEW YORK,19,MANHATTAN, NY,10006,Club/Bar/Restaurant
40.76330097,-73.92820671,ASTORIA,282,QUEENS, NY,11106,Club/Bar/Restaurant
40.72597827,-74.00133491,NEW YORK,43,MANHATTAN, NY,10012,Club/Bar/Restaurant
40.64510255,-73.97047305,,95,BROOKLYN, NY,11218,Club/Bar/Restaurant
40.73260346,-73.98768155,NYC,11,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.76430472,-73.98309468,NEW YORK,53,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.72110344,-73.99418095,NEW YORK,50,MANHATTAN, NY,10012,Club/Bar/Restaurant
40.70412645,-73.90171808,RIDGEWOOD,18,QUEENS, NY,11385,Club/Bar/Restaurant
40.80189077,-73.96842414,NEW YORK,144,MANHATTAN, NY,10025,Club/Bar/Restaurant
40.81453554,-73.95914444,NEW YORK,184,MANHATTAN, NY,10027,Club/Bar/Restaurant
40.61567436,-74.03423242,,41,BROOKLYN, NY,11209,Club/Bar/Restaurant
40.85059339,-73.9011402,BRONX,30,BRONX, NY,10457,Club/Bar/Restaurant
40.71839401,-73.98920652,NEW YORK,26,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.7622605,-73.98800456,NEW YORK,102,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.77303423,-73.95642599,NEW YORK,30,MANHATTAN, NY,10075,Club/Bar/Restaurant
40.77867848,-73.91429249,ASTORIA,18,QUEENS, NY,11105,Club/Bar/Restaurant
40.69440359,-73.93064653,,16,BROOKLYN, NY,11221,Club/Bar/Restaurant
40.84682457,-73.93556225,NEW YORK,66,MANHATTAN, NY,10033,Club/Bar/Restaurant
40.68148609,-73.97702246,,18,BROOKLYN, NY,11217,Club/Bar/Restaurant
40.67085414,-73.98491359,,14,BROOKLYN, NY,11215,Club/Bar/Restaurant
40.76154468,-73.92445081,ASTORIA,289,QUEENS, NY,11106,Club/Bar/Restaurant
40.84413857,-73.93751656,NEW YORK,15,MANHATTAN, NY,10032,Club/Bar/Restaurant
40.74268834,-74.0003717,NEW YORK,130,MANHATTAN, NY,10011,Club/Bar/Restaurant
40.75676421,-73.96715332,NEW YORK,44,MANHATTAN, NY,10022,Club/Bar/Restaurant
40.76804592,-73.9839385,NEW YORK,26,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.68220447,-73.93787741,,49,BROOKLYN, NY,11216,Club/Bar/Restaurant
40.68821529,-73.96278078,,14,BROOKLYN, NY,11238,Club/Bar/Restaurant
40.74908619,-73.99389339,NEW YORK,36,MANHATTAN, NY,10001,Club/Bar/Restaurant
40.76121189,-73.98690016,NEW YORK,53,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.71527342,-73.99168522,NEW YORK,40,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.68138729,-73.97707658,,12,BROOKLYN, NY,11217,Club/Bar/Restaurant
40.62838143,-74.02904041,,54,BROOKLYN, NY,11209,Club/Bar/Restaurant
40.77350816,-73.91167435,ASTORIA,14,QUEENS, NY,11105,Club/Bar/Restaurant
40.72231555,-73.98321356,NEW YORK,10,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.73787622,-73.98850331,NEW YORK,12,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.70336533,-73.92634531,,20,BROOKLYN, NY,11237,Club/Bar/Restaurant
40.7274952,-73.98535176,NEW YORK,32,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.73877432,-74.00018404,NEW YORK,32,MANHATTAN, NY,10011,Club/Bar/Restaurant
40.77758314,-73.97922791,NEW YORK,24,MANHATTAN, NY,10023,Club/Bar/Restaurant
40.8571179,-73.90482501,BRONX,19,BRONX, NY,10453,Club/Bar/Restaurant
40.72605395,-73.98353372,NEW YORK,15,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.72473066,-73.98145235,NEW YORK,68,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.7221652,-73.98815969,NEW YORK,72,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.626026,-74.17672214,STATEN ISLAND,26,STATEN ISLAND, NY,10303,Club/Bar/Restaurant
40.71574278,-74.00824269,NEW YORK,26,MANHATTAN, NY,10013,Club/Bar/Restaurant
40.72925895,-73.90022336,MASPETH,21,QUEENS, NY,11378,Club/Bar/Restaurant
40.76272656,-73.9269872,ASTORIA,19,QUEENS, NY,11106,Club/Bar/Restaurant
40.76723794,-73.91741911,ASTORIA,,QUEENS, NY,11103,Club/Bar/Restaurant
40.65780242,-73.98277206,,15,BROOKLYN, NY,11215,Club/Bar/Restaurant
40.755483,-73.88616134,JACKSON HEIGHTS,42,QUEENS, NY,11372,Club/Bar/Restaurant
40.70145292,-73.88665032,RIDGEWOOD,18,QUEENS, NY,11385,Club/Bar/Restaurant
40.75897464,-73.91899955,ASTORIA,14,QUEENS, NY,11103,Club/Bar/Restaurant
40.68672159,-73.98426818,,14,BROOKLYN, NY,11217,Club/Bar/Restaurant
40.73240037,-73.98784396,NEW YORK,28,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.80854614,-73.9449372,NEW YORK,57,MANHATTAN, NY,10027,Club/Bar/Restaurant
40.70727997,-73.95387926,,19,BROOKLYN, NY,11211,Club/Bar/Restaurant
40.88674715,-73.85716662,BRONX,161,BRONX, NY,10466,Club/Bar/Restaurant
40.84858654,-73.91805909,BRONX,18,BRONX, NY,10453,Club/Bar/Restaurant
40.72844754,-73.98467686,NEW YORK,82,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.7331091,-74.00339897,NEW YORK,20,MANHATTAN, NY,10014,Club/Bar/Restaurant
40.7230555,-73.94458212,,11,BROOKLYN, NY,11222,Club/Bar/Restaurant
40.76386068,-73.98791763,NEW YORK,18,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.72141089,-73.9949746,NEW YORK,22,MANHATTAN, NY,10012,Club/Bar/Restaurant
40.71085754,-73.96491072,,32,BROOKLYN, NY,11249,Club/Bar/Restaurant
40.76004503,-73.87836379,EAST ELMHURST,28,QUEENS, NY,11369,Club/Bar/Restaurant
40.7222742,-73.9820483,NEW YORK,15,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.74036888,-74.00579908,NEW YORK,21,MANHATTAN, NY,10014,Club/Bar/Restaurant
40.85237109,-73.9346279,NEW YORK,100,MANHATTAN, NY,10033,Club/Bar/Restaurant
40.7138099,-73.96174926,,23,BROOKLYN, NY,11249,Club/Bar/Restaurant
40.7455572,-73.97774741,NEW YORK,55,MANHATTAN, NY,10016,Club/Bar/Restaurant
40.79892213,-73.96308729,NEW YORK,257,MANHATTAN, NY,10025,Club/Bar/Restaurant
40.76233478,-73.98980224,NEW YORK,91,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.71763055,-73.98546215,NEW YORK,10,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.68293027,-73.93505,,20,BROOKLYN, NY,11233,Club/Bar/Restaurant
40.72568792,-73.9776891,NEW YORK,70,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.74166025,-73.98108677,NEW YORK,10,MANHATTAN, NY,10016,Club/Bar/Restaurant
40.85652475,-73.89202173,BRONX,12,BRONX, NY,10458,Club/Bar/Restaurant
40.52313781,-74.21623925,STATEN ISLAND,14,STATEN ISLAND, NY,10309,Club/Bar/Restaurant
40.73831505,-73.98561642,NEW YORK,41,MANHATTAN, NY,10010,Club/Bar/Restaurant
40.73991339,-74.00079029,NEW YORK,29,MANHATTAN, NY,10011,Club/Bar/Restaurant
40.7287944,-74.00043657,NEW YORK,23,MANHATTAN, NY,10012,Club/Bar/Restaurant
40.87132564,-73.87703574,BRONX,107,BRONX, NY,10467,Club/Bar/Restaurant
40.71531994,-73.98988518,NEW YORK,62,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.76568266,-73.98364305,NEW YORK,44,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.72115008,-73.99370114,NEW YORK,47,MANHATTAN, NY,10002,   Club/Bar/Restaurant
40.68327789,-73.99546783,,37,BROOKLYN, NY,11231,Club/Bar/Restaurant
40.71604975,-73.96214117,,13,BROOKLYN, NY,11249,Club/Bar/Restaurant
40.73506048,-74.00663215,NEW YORK,33,MANHATTAN, NY,10014,Club/Bar/Restaurant
40.61758878,-74.02955441,,19,BROOKLYN, NY,11209,Club/Bar/Restaurant
40.71299888,-73.96633081,,85,BROOKLYN, NY,11249,Club/Bar/Restaurant
40.77902925,-73.95089043,NEW YORK,17,MANHATTAN, NY,10128,Club/Bar/Restaurant
40.63765525,-74.07798873,STATEN ISLAND,20,STATEN ISLAND, NY,10301,Club/Bar/Restaurant
40.76848584,-73.95550116,NEW YORK,28,MANHATTAN, NY,10021,Club/Bar/Restaurant
40.65108755,-73.94447252,,196,BROOKLYN, NY,11203,Club/Bar/Restaurant
40.72111717,-73.99421703,NEW YORK,55,MANHATTAN, NY,10012,Club/Bar/Restaurant
40.75177243,-73.98462818,NEW YORK,24,MANHATTAN, NY,10018,Club/Bar/Restaurant
40.74002306,-74.00529023,NEW YORK,18,MANHATTAN, NY,10014,Club/Bar/Restaurant
40.72763258,-73.89248675,MASPETH,93,QUEENS, NY,11378,Club/Bar/Restaurant
40.77631597,-73.90145267,ASTORIA,14,QUEENS, NY,11105,Club/Bar/Restaurant
40.76338296,-73.98673729,NEW YORK,16,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.74033035,-73.9924796,NEW YORK,18,MANHATTAN, NY,10011,Club/Bar/Restaurant
40.79339574,-73.9404245,NEW YORK,46,MANHATTAN, NY,10029,Club/Bar/Restaurant
40.70347321,-73.8955048,RIDGEWOOD,20,QUEENS, NY,11385,Club/Bar/Restaurant
40.68186975,-73.94937197,,167,BROOKLYN, NY,11216,Club/Bar/Restaurant
40.63914998,-74.07565203,STATEN ISLAND,18,STATEN ISLAND, NY,10301,Club/Bar/Restaurant
40.76550199,-73.98746608,NEW YORK,45,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.82000567,-73.95887372,NEW YORK,76,MANHATTAN, NY,10027,Club/Bar/Restaurant
40.76431686,-73.9957836,NEW YORK,,MANHATTAN, NY,10036,Club/Bar/Restaurant
40.7290798,-74.00349257,NEW YORK,10,MANHATTAN, NY,10014,Club/Bar/Restaurant
40.73753336,-73.99127108,NEW YORK,47,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.85180412,-73.93192829,NYC,250,MANHATTAN, NY,10033,Club/Bar/Restaurant
40.68152493,-73.97922177,,39,BROOKLYN, NY,11217,Club/Bar/Restaurant
40.72072702,-73.98888867,NEW YORK,49,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.74578928,-73.98802918,NEW YORK,20,MANHATTAN, NY,10001,Club/Bar/Restaurant
40.72952612,-73.98387202,NEW YORK,21,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.80292804,-73.96757482,NEW YORK,61,MANHATTAN, NY,10025,Club/Bar/Restaurant
40.75779259,-73.91646706,ASTORIA,15,QUEENS, NY,11103,Club/Bar/Restaurant
40.73888085,-73.98904803,NEW YORK,27,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.72201915,-73.98344452,NEW YORK,10,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.58924884,-74.1015729,STATEN ISLAND,30,STATEN ISLAND, NY,10304,Club/Bar/Restaurant
40.72642799,-73.99001699,NEW YORK,13,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.67350675,-73.95693444,,42,BROOKLYN, NY,11238,Club/Bar/Restaurant
40.71838331,-73.99284643,NEW YORK,30,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.75550463,-73.96806713,NEW YORK,17,MANHATTAN, NY,10022,Club/Bar/Restaurant
40.7086008,-73.93767607,,18,BROOKLYN, NY,11206,Club/Bar/Restaurant
40.7286749,-73.90089533,MASPETH,10,QUEENS, NY,11378,Club/Bar/Restaurant
40.7107541,-73.96785411,,25,BROOKLYN, NY,11249,Club/Bar/Restaurant
40.71387984,-73.95769833,,76,BROOKLYN, NY,11211,Club/Bar/Restaurant
40.61301907,-74.12369864,STATEN ISLAND,12,STATEN ISLAND, NY,10314,Club/Bar/Restaurant
40.68400462,-73.93227625,,18,BROOKLYN, NY,11233,Club/Bar/Restaurant
40.86620047,-73.92805946,NEW YORK,98,MANHATTAN, NY,10034,Club/Bar/Restaurant
40.73560607,-73.71632317,BELLEROSE,20,QUEENS, NY,11426,Club/Bar/Restaurant
40.69318384,-73.99858642,,17,BROOKLYN, NY,11201,Club/Bar/Restaurant
40.72785198,-73.9850883,NEW YORK,12,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.74391735,-73.98786712,NEW YORK,53,MANHATTAN, NY,10001,Club/Bar/Restaurant
40.71933772,-73.98492787,NEW YORK,18,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.58740438,-73.80982103,FAR ROCKAWAY,28,QUEENS, NY,11693,Club/Bar/Restaurant
40.74102858,-73.92167375,SUNNYSIDE,58,QUEENS, NY,11104,Club/Bar/Restaurant
40.65662476,-73.96009532,,44,BROOKLYN, NY,11225,Club/Bar/Restaurant
40.73428366,-73.99249472,NEW YORK,14,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.85650354,-73.93276214,NEW YORK,28,MANHATTAN, NY,10040,Club/Bar/Restaurant
40.74310102,-73.89741304,WOODSIDE,59,QUEENS, NY,11377,Club/Bar/Restaurant
40.72224762,-73.98889924,NEW YORK,33,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.86623261,-73.88615252,BRONX,11,BRONX, NY,10458,Club/Bar/Restaurant
40.72155867,-73.98880917,NEW YORK,28,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.81119422,-73.94374289,NEW YORK,11,MANHATTAN, NY,10027,Club/Bar/Restaurant
40.74642855,-73.8953472,JACKSON HEIGHTS,355,QUEENS, NY,11372,Club/Bar/Restaurant
40.5983312,-73.96091877,,12,BROOKLYN, NY,11223,Club/Bar/Restaurant
40.70247911,-73.92687285,,80,BROOKLYN, NY,11237,Club/Bar/Restaurant
40.80441984,-73.95536877,NEW YORK,20,MANHATTAN, NY,10026,Club/Bar/Restaurant
40.71444753,-73.99813145,NEW YORK,42,MANHATTAN, NY,10013,Club/Bar/Restaurant
40.69313305,-73.96912113,,91,BROOKLYN, NY,11205,Club/Bar/Restaurant
40.7159289,-73.96191037,,31,BROOKLYN, NY,11249,Club/Bar/Restaurant
40.75596635,-73.80457526,FLUSHING,13,QUEENS, NY,11358,Club/Bar/Restaurant
40.63131316,-74.02784198,,32,BROOKLYN, NY,11209,Club/Bar/Restaurant
40.76754135,-73.9120144,ASTORIA,57,QUEENS, NY,11103,Club/Bar/Restaurant
40.72408245,-73.97885855,NEW YORK,20,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.75454927,-73.93029877,ASTORIA,29,QUEENS, NY,11106,Club/Bar/Restaurant
40.76346859,-73.99281632,NEW YORK,95,MANHATTAN, NY,10036,Club/Bar/Restaurant
40.68158489,-73.97696835,,40,BROOKLYN, NY,11217,Club/Bar/Restaurant
40.72998331,-73.95762316,,30,BROOKLYN, NY,11222,Club/Bar/Restaurant
40.7215366,-73.98762948,NEW YORK,30,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.63975221,-73.96766852,,25,BROOKLYN, NY,11218,Club/Bar/Restaurant
40.71450243,-73.99812784,NEW YORK,12,MANHATTAN, NY,10013,Club/Bar/Restaurant
40.69742251,-73.93479065,,24,BROOKLYN, NY,11206,Club/Bar/Restaurant
40.75614579,-73.92879555,ASTORIA,17,QUEENS, NY,11106,Club/Bar/Restaurant
40.7572476,-73.96828648,NEW YORK,12,MANHATTAN, NY,10022,Club/Bar/Restaurant
40.61960115,-74.02782628,,12,BROOKLYN, NY,11209,Club/Bar/Restaurant
40.71177784,-73.95193553,,22,BROOKLYN, NY,11211,Club/Bar/Restaurant
40.72099783,-73.94087523,,16,BROOKLYN, NY,11222,Club/Bar/Restaurant
40.7167266,-73.9589122,,20,BROOKLYN, NY,11211,Club/Bar/Restaurant
40.64051333,-74.01508315,,38,BROOKLYN, NY,11220,Club/Bar/Restaurant
40.72228596,-73.98807308,NEW YORK,12,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.72934923,-73.95749728,,10,BROOKLYN, NY,11222,Club/Bar/Restaurant
40.69464039,-73.84847981,WOODHAVEN,90,QUEENS, NY,11421,Club/Bar/Restaurant
40.59915804,-73.9892546,,12,BROOKLYN, NY,11214,Club/Bar/Restaurant
40.86049954,-73.92775111,NEW YORK,10,MANHATTAN, NY,10040,Club/Bar/Restaurant
40.77578986,-73.90248607,ASTORIA,70,QUEENS, NY,11105,Club/Bar/Restaurant
40.59812047,-73.96278419,,22,BROOKLYN, NY,11223,Club/Bar/Restaurant
40.70518692,-73.90619969,RIDGEWOOD,28,QUEENS, NY,11385,Club/Bar/Restaurant
40.75979023,-73.98792559,NEW YORK,11,MANHATTAN, NY,10036,Club/Bar/Restaurant
40.70963675,-73.83002488,KEW GARDENS,393,QUEENS, NY,11415,Club/Bar/Restaurant
40.68723335,-73.95690033,,91,BROOKLYN, NY,11238,Club/Bar/Restaurant
40.77298743,-73.91638663,ASTORIA,44,QUEENS, NY,11102,Club/Bar/Restaurant
40.68681048,-74.00182811,,12,BROOKLYN, NY,11231,Club/Bar/Restaurant
40.71757069,-73.99050532,NEW YORK,75,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.80649425,-73.95384302,NEW YORK,28,MANHATTAN, NY,10026,Club/Bar/Restaurant
40.76426695,-73.9157911,ASTORIA,27,QUEENS, NY,11103,Club/Bar/Restaurant
40.61136982,-73.97348455,,16,BROOKLYN, NY,11204,Club/Bar/Restaurant
40.68585026,-73.86501746,WOODHAVEN,140,QUEENS, NY,11421,Club/Bar/Restaurant
40.86627931,-73.88619945,BRONX,12,BRONX, NY,10458,Club/Bar/Restaurant
40.70410551,-73.93390408,,11,BROOKLYN, NY,11206,Club/Bar/Restaurant
40.72473421,-73.98739077,NEW YORK,23,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.67386906,-73.95013149,,86,BROOKLYN, NY,11216,Club/Bar/Restaurant
40.62359289,-73.97579959,,14,BROOKLYN, NY,11230,Club/Bar/Restaurant
40.84589889,-73.83154171,BRONX,10,BRONX, NY,10461,Club/Bar/Restaurant
40.71881923,-73.98712494,NEW YORK,78,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.62666393,-74.07564508,STATEN ISLAND,19,STATEN ISLAND, NY,10304,Club/Bar/Restaurant
40.82732499,-73.94980691,NEW YORK,27,MANHATTAN, NY,10031,Club/Bar/Restaurant
40.72821933,-73.98196732,NEW YORK,11,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.63575526,-74.13495687,STATEN ISLAND,69,STATEN ISLAND, NY,10302,Club/Bar/Restaurant
40.70277711,-73.92938633,,198,BROOKLYN, NY,11237,Club/Bar/Restaurant
40.86323823,-73.92692385,NEW YORK,24,MANHATTAN, NY,10040,Club/Bar/Restaurant
40.84861945,-73.91801929,BRONX,12,BRONX, NY,10453,Club/Bar/Restaurant
40.77075354,-73.95694015,NEW YORK,57,MANHATTAN, NY,10021,Club/Bar/Restaurant
40.80150481,-73.9484719,NEW YORK,16,MANHATTAN, NY,10026,Club/Bar/Restaurant
40.7219211,-73.99003931,NEW YORK,45,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.73021752,-73.98200647,NEW YORK,12,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.73954279,-73.99607024,NEW YORK,15,MANHATTAN, NY,10011,Club/Bar/Restaurant
40.69750288,-73.93616458,,35,BROOKLYN, NY,11206,Club/Bar/Restaurant
40.72971389,-74.00074326,NEW YORK,125,MANHATTAN, NY,10012,Club/Bar/Restaurant
40.76058323,-73.98592204,NEW YORK,319,MANHATTAN, NY,10036,Club/Bar/Restaurant
40.70773915,-73.95593125,,22,BROOKLYN, NY,11211,Club/Bar/Restaurant
40.62637478,-74.02987171,,45,BROOKLYN, NY,11209,Club/Bar/Restaurant
40.62559384,-74.02421915,,20,BROOKLYN, NY,11209,Club/Bar/Restaurant
40.67115877,-73.98463595,,33,BROOKLYN, NY,11215,Club/Bar/Restaurant
40.77811034,-73.98042649,NEW YORK,11,MANHATTAN, NY,10023,Club/Bar/Restaurant
40.72986873,-73.98074374,NEW YORK,17,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.71990073,-73.98774162,NEW YORK,14,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.76148861,-73.96060645,NEW YORK,10,MANHATTAN, NY,10065,Club/Bar/Restaurant
40.67376199,-73.95686217,,34,BROOKLYN, NY,11238,Club/Bar/Restaurant
40.86573352,-73.92748873,NEW YORK,63,MANHATTAN, NY,10034,Club/Bar/Restaurant
40.77741014,-73.9787983,NEW YORK,11,MANHATTAN, NY,10023,Club/Bar/Restaurant
40.7212238,-73.98863606,NEW YORK,29,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.76103624,-73.9870157,NEW YORK,43,MANHATTAN, NY,10019,Club/Bar/Restaurant
40.84276852,-73.93670827,NEW YORK,29,MANHATTAN, NY,10032,Club/Bar/Restaurant
40.73039457,-74.00227671,NEW YORK,13,MANHATTAN, NY,10014,Club/Bar/Restaurant
40.52320824,-74.23487515,STATEN ISLAND,56,STATEN ISLAND, NY,10309,Club/Bar/Restaurant
40.72136094,-73.94246586,,18,BROOKLYN, NY,11222,Club/Bar/Restaurant
40.72981901,-73.97892168,NEW YORK,25,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.74521022,-73.97246049,NEW YORK,22,MANHATTAN, NY,10016,Club/Bar/Restaurant
40.84420068,-73.93565154,NEW YORK,10,MANHATTAN, NY,10033,Club/Bar/Restaurant
40.63331431,-74.02702136,,55,BROOKLYN, NY,11209,Club/Bar/Restaurant
40.74276218,-73.8960278,WOODSIDE,43,QUEENS, NY,11377,Club/Bar/Restaurant
40.70273581,-73.93378282,,133,BROOKLYN, NY,11206,Club/Bar/Restaurant
40.74202303,-73.91894077,WOODSIDE,,QUEENS, NY,11377,Club/Bar/Restaurant
40.71911165,-73.95851391,,33,BROOKLYN, NY,11249,Club/Bar/Restaurant
40.68230634,-73.92894289,,205,BROOKLYN, NY,11233,Club/Bar/Restaurant
40.67828644,-73.96862327,,50,BROOKLYN, NY,11238,Club/Bar/Restaurant
40.72341408,-73.98833624,NEW YORK,21,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.70369027,-73.92802565,,55,BROOKLYN, NY,11237,Club/Bar/Restaurant
40.68180409,-73.94986236,,120,BROOKLYN, NY,11216,Club/Bar/Restaurant
40.72706617,-73.97977402,NEW YORK,21,MANHATTAN, NY,10009,Club/Bar/Restaurant
40.72124893,-73.99458138,NEW YORK,14,MANHATTAN, NY,10012,Club/Bar/Restaurant
40.69334103,-73.96688165,,114,BROOKLYN, NY,11205,Club/Bar/Restaurant
40.6895765,-73.97175508,,36,BROOKLYN, NY,11205,Club/Bar/Restaurant
40.72677922,-73.98898508,NEW YORK,11,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.72306913,-73.95039412,,86,BROOKLYN, NY,11222,Club/Bar/Restaurant
40.71162426,-73.95939148,,96,BROOKLYN, NY,11211,Club/Bar/Restaurant
40.76061551,-73.87288317,EAST ELMHURST,11,QUEENS, NY,11369,Club/Bar/Restaurant
40.82572712,-73.94880363,NEW YORK,23,MANHATTAN, NY,10031,Club/Bar/Restaurant
40.6899826,-73.97123926,,11,BROOKLYN, NY,11205,Club/Bar/Restaurant
40.71708494,-73.9914433,NEW YORK,32,MANHATTAN, NY,10002,Club/Bar/Restaurant
40.73306797,-73.9982933,NEW YORK,30,MANHATTAN, NY,10011,Club/Bar/Restaurant
40.72781936,-73.98776542,NEW YORK,24,MANHATTAN, NY,10003,Club/Bar/Restaurant
40.78084021,-73.94957114,NEW YORK,70,MANHATTAN, NY,10128,Club/Bar/Restaurant
40.68242682,-73.93793128,,11,BROOKLYN, NY,11233,Club/Bar/Restaurant
